system,question_id,source,query,failure_class,hit_rate@10,citation_f1,answer_f1,gold_count,candidate_count,evidence_count
learned_v5,scifact-179-16322674,16322674.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,partial_grounding_success,1.0,0.8,0.0,3,4,2
learned_v5,scifact-179-27123743,27123743.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,full_grounding_success,1.0,1.0,0.0,1,2,1
learned_v5,scifact-179-23557241,23557241.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
learned_v5,scifact-179-17450673,17450673.scifact,Is the following scientific claim supported or contradicted? Birth-weight is positively associated with breast cancer.,full_grounding_success,1.0,1.0,0.0,2,3,2
learned_v5,scifact-180-16966326,16966326.scifact,Is the following scientific claim supported or contradicted? Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 leads to increased TDP-43-induced neuronal loss.,full_grounding_success,1.0,1.0,0.0,2,2,2
learned_v5,scifact-183-12827098,12827098.scifact,Is the following scientific claim supported or contradicted? Bone marrow cells contribute to adult macrophage compartments.,full_grounding_success,1.0,1.0,0.0,1,1,1
learned_v5,scifact-185-18340282,18340282.scifact,Is the following scientific claim supported or contradicted? Breast cancer development is determined exclusively by genetic factors.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
learned_v5,scifact-208-13519661,13519661.scifact,Is the following scientific claim supported or contradicted? CHEK2 is not associated with breast cancer.,full_grounding_success,1.0,1.0,0.0,1,2,1
learned_v5,scifact-212-22038539,22038539.scifact,Is the following scientific claim supported or contradicted? CR is associated with higher methylation age.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
learned_v5,scifact-216-21366394,21366394.scifact,Is the following scientific claim supported or contradicted? CX3CR1 on the Th2 cells impairs T cell survival,full_grounding_success,1.0,0.6666666666666666,0.0,1,2,2
learned_v5,scifact-230-3067015,3067015.scifact,Is the following scientific claim supported or contradicted? Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,full_grounding_success,1.0,1.0,0.0,1,2,1
learned_v5,scifact-233-4388470,4388470.scifact,Is the following scientific claim supported or contradicted? Cell autonomous sex determination in somatic cells does not occur in Galliformes.,partial_grounding_success,1.0,0.6666666666666666,0.0,2,2,1
learned_v5,scifact-239-14079881,14079881.scifact,Is the following scientific claim supported or contradicted? Cellular aging closely links to an older appearance.,full_grounding_success,1.0,1.0,0.0,1,2,1
learned_v5,scifact-248-1568684,1568684.scifact,Is the following scientific claim supported or contradicted? Chenodeosycholic acid treatment increases whole-body energy expenditure.,full_grounding_success,1.0,1.0,0.0,1,1,1
learned_v5,scifact-261-1122279,1122279.scifact,"Is the following scientific claim supported or contradicted? Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",full_grounding_success,1.0,1.0,0.0,2,2,2
learned_v5,scifact-261-10697096,10697096.scifact,"Is the following scientific claim supported or contradicted? Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",full_grounding_success,1.0,1.0,0.0,1,3,1
learned_v5,scifact-274-11614737,11614737.scifact,Is the following scientific claim supported or contradicted? Combination nicotine replacement therapies with varenicline or bupropion lead to significantly higher long-term abstinence rates at 52 weeks than varenicline monotherapy.,generation_empty,1.0,0.0,0.0,2,4,0
